#organism	abbrev	total genes	total length	num chr	institution	reference	rel. date	mod. date	update	gtps	refseq	gbk(genbank)	source
Methanoregula boonei 6A8	mbn	2,464	2,542,943	1	DOE Joint Genome Institute	Unpublished	2007-07-26	2014-12-17	2015-04-24		NC_009712	CP000780	refseq
Methanoregula formicicum SMSP	mfo	2,816	2,820,858	1	DOE Joint Genome Institute	Unpublished	2012-12-21	2014-12-18	2015-04-24		NC_019943	CP003167	refseq
Methanosphaerula palustris E1-9c	mpl	2,727	2,922,917	1	DOE Joint Genome Institute	Unpublished	2008-11-14	2014-12-16	2015-04-24		NC_011832	CP001338	refseq
Methanospirillum hungatei JF-1	mhu	3,223	3,544,738	1	DOE Joint Genome Institute	Unpublished	2006-02-21	2014-12-17	2015-04-24		NC_007796	CP000254	refseq
Methanosaeta concilii GP6	mcj	2,916	3,026,645	2	University of Wisconsin-Parkside	J. Bacteriol. 193 (14), 3668-3669 (2011)	2011-04-15	2014-12-17	2015-04-24		NC_015416,NC_015430	CP002565,CP002566	refseq
Methanosaeta harundinacea 6Ac	mhi	2,371	2,571,034	2	State Key Laboratory of Microbial Resources, Institute of Microbiology, Chinese Academy of Sciences	Unpublished	2011-11-16	2014-12-17	2015-04-24		NC_017527,NC_016637	CP003117,CP003118	refseq
Methanosaeta thermophila PT	mtp	1,720	1,879,471	1	DOE Joint Genome Institute	Unpublished	2006-10-25	2014-12-16	2015-04-24		NC_008553	CP000477	refseq
Methanococcoides burtonii DSM 6242	mbu	2,423	2,575,032	1	DOE Joint Genome Institute	Unpublished	2006-04-10	2014-12-18	2015-04-24		NC_007955	CP000300	refseq
Methanococcoides methylutens MM1	gm03638	2,253	2,394,636	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009518	CP009518	refseq
Methanohalobium evestigatum Z-7303	mev	2,370	2,406,232	2	DOE Joint Genome Institute	Unpublished	2010-06-15	2014-12-17	2015-04-24		NC_014253,NC_014254	CP002069,CP002070	refseq
Methanohalophilus mahii DSM 5219	mmh	2,021	2,012,424	1	DOE Joint Genome Institute	Unpublished	2010-03-31	2014-12-17	2015-04-24		NC_014002	CP001994	refseq
Methanolobus psychrophilus R15	mpy	3,167	3,072,769	1	Beijing Institute of Genomics	Submitted (03-NOV-2012) National Center for Biotechnology	2012-10-18	2014-12-17	2015-04-24		NC_018876	CP003083	refseq
Methanomethylovorans hollandica DSM 15978	mhz	2,556	2,714,013	2	JGI	Unpublished	2012-12-28	2014-12-17	2015-04-24		NC_019977,NC_019972	CP003362,CP003363	refseq
Methanosalsum zhilinae DSM 4017	mzh	2,027	2,138,444	1	US DOE Joint Genome Institute (JGI-PGF)	Unpublished	2011-06-13	2014-12-17	2015-04-24		NC_015676	CP002101	refseq
Methanosarcina acetivorans C2A	mac	4,822	5,751,492	1	Broad Institute	Genome Res. 12 (4), 532-542 (2002)	2002-04-10	2014-12-17	2015-04-24		NC_003552	AE010299	refseq
Methanosarcina barkeri 227	gm03641	3,448	4,487,566	2		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009529,NZ_CP009530	CP009529,CP009530	refseq
Methanosarcina barkeri 3	gm03642	3,611	4,560,446	1		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009517	CP009517	refseq
Methanosarcina barkeri CM1	gm03643	3,483	4,501,171	1		Unpublished	2015-06-03	2015-06-26	2016-05-19		NZ_CP008746	CP008746	refseq
Methanosarcina barkeri MS	gm03644	3,510	4,574,907	2		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009527,NZ_CP009528	CP009527,CP009528	refseq
Methanosarcina barkeri fusaro	mba	3,772	4,873,766	2	DOE Joint Genome Institute	Unpublished	2005-08-22	2014-12-16	2015-04-24		NC_007349,NC_007355	CP000098,CP000099	refseq
Methanosarcina barkeri Wiesmoor	gm03645	3,804	4,907,186	2		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009525,NZ_CP009526	CP009525,CP009526	refseq
Methanosarcina horonobensis HB-1 = JCM 15518 HB-1	gm03646	4,145	5,018,607	1		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009516	CP009516	refseq
Methanosarcina lacustris Z-7289	gm03647	3,283	4,139,808	1		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009515	CP009515	refseq
Methanosarcina mazei C16	gm03648	3,431	4,166,241	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009514	CP009514	refseq
Methanosarcina mazei Goe1	mma	3,418	4,096,345	1	University of Goettingen	J. Mol. Microbiol. Biotechnol. 4, 453-461 (2002)	2002-07-10	2014-12-16	2015-04-24		NC_003901	AE008384	refseq
Methanosarcina mazei LYC	gm03649	3,439	4,154,344	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009513	CP009513	refseq
Methanosarcina mazei S-6	gm03650	3,441	4,142,816	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009512	CP009512	refseq
Methanosarcina mazei SarPi	gm03651	3,343	4,066,551	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009511	CP009511	refseq
Methanosarcina mazei Tuc01	mmaz	3,252	3,427,949	1	Rede Paraense de Genômica e Proteômica	Submitted (22-FEB-2013) National Center for Biotechnology	2013-02-22	2014-12-17	2015-04-24		NC_020389	CP004144	refseq
Methanosarcina mazei WWM610	gm03652	3,382	4,096,482	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009509	CP009509	refseq
Methanosarcina siciliae C2J	gm03653	4,385	5,427,890	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009508	CP009508	refseq
Methanosarcina siciliae HI350	msz	3,900	4,941,115	1		Unpublished	2015-04-07	2015-04-07	2016-05-19		NC_007243		gbk
Methanosarcina siciliae T4/M	gm03655	3,998	5,017,558	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009506	CP009506	refseq
Methanosarcina sp. Kolksee	gm03656	3,574	4,553,495	2		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009523,NZ_CP009524	CP009523,CP009524	refseq
Methanosarcina sp. MTP4	gm03657	3,449	4,211,468	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009505	CP009505	refseq
Methanosarcina sp. WH1	gm03658	3,253	3,914,091	1		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009504	CP009504	refseq
Methanosarcina sp. WWM596	gm03659	3,445	4,137,337	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009503	CP009503	refseq
Methanosarcina thermophila CHTI-55	mthe	2,545	3,130,228	1		Unpublished	2015-04-07	2015-04-07	2016-05-19		NC_007243		gbk
Methanosarcina thermophila TM-1	gm03661	2,588	3,127,379	1		Unpublished	2015-04-07	2015-06-26	2016-05-19		NZ_CP009501	CP009501	refseq
Methanosarcina vacuolata Z-761	gm03662	3,576	4,563,885	2		Unpublished	2015-04-07	2015-06-25	2016-05-19		NZ_CP009519,NZ_CP009520	CP009519,CP009520	refseq
Methanopyrus kandleri AV19	mka	1,726	1,694,969	1	Fidelity Systems	Proc. Natl. Acad. Sci. U.S.A. 99 (7), 4644-4649 (2002)	2002-04-02	2014-12-17	2015-04-24		NC_003551	AE009439	refseq
Palaeococcus pacificus DY20341	ppac	1,952	1,859,370	1		Unpublished	2014-07-14	2015-06-26	2016-05-19		NZ_CP006019	CP006019	gbk
Pyrococcus abyssi GE5	pab	1,840	1,768,562	2	Genoscope	Genome Res. 2001 Jun;11(6):981-993.	2001-05-08	2014-12-16	2015-04-24		NC_000868,NC_001773	AL096836,U49503	refseq
Pyrococcus furiosus COM1	pfi	2,064	1,909,827	1	ENIGMA- Ecosystems and Networks Integrated with Genes and Molecular Assemblies	J. Bacteriol. (2012) In press	2012-06-29	2014-12-17	2015-04-24		NC_018092	CP003685	refseq
Pyrococcus furiosus DSM 3638	pfu	2,133	1,908,256	1	Utah Genome Center	Methods Enzymol 330, 134-157 (2001)	2002-02-12	2014-12-16	2015-04-24		NC_003413	AE009950	refseq
Pyrococcus horikoshii OT3	pho	1,962	1,738,505	1	NITE	DNA Res. 5, 147-155 (1998)	1998-04-30	2014-12-16	2015-04-24		NC_000961	BA000001	refseq
Pyrococcus sp. NA2	pyn	1,993	1,861,320	1	KARDI	Submitted (02-MAY-2011) National Center for Biotechnology	2011-04-29	2014-12-17	2015-04-24		NC_015474	CP002670	refseq
Pyrococcus sp. ST04	pys	1,748	1,736,885	1	Kyung Hee University	J. Bacteriol. 194 (16), 4434-4435 (2012)	2012-05-22	2014-12-17	2015-04-24		NC_017946	CP003534	refseq
Pyrococcus yayanosii CH1	pya	1,901	1,716,818	1	Shanghai JiaoTong University	J. Bacteriol. 193 (16), 4297-4298 (2011)	2011-06-07	2014-12-17	2015-04-24		NC_015680	CP002779	refseq
Thermococcus barophilus MP	tba	2,268	2,064,237	2	J. Craig Venter Institute	Unpublished	2008-07-15	2014-12-17	2015-04-24		NC_014804,NC_015471	CP002372,CP002373	refseq
Thermococcus sp. CL1	thm	2,017	1,950,313	1	Kyung Hee University	J. Bacteriol. 194 (17), 4769-4770 (2012)	2012-06-11	2014-12-17	2015-04-24		NC_018015	CP003651	refseq
Thermococcus eurythermalis A501	teu	2,100	2,126,164	2		Int. J. Syst. Evol. Microbiol. 65 (PT 1), 30-35 (2015)	2014-10-28	2015-07-17	2016-05-19		NC_007243		gbk
Thermococcus gammatolerans EJ3	tga	2,170	2,045,438	1	Univ Paris-SUD	Genome Biol. (2009) In press	2009-06-12	2014-12-17	2015-04-24		NC_012804	CP001398	refseq
Thermococcus kodakarensis KOD1	tko	2,310	2,088,737	1	Kyoto University, Japan	Genome Res. 15 (3), 352-363 (2005)	2005-01-13	2014-12-18	2015-04-24		NC_006624	AP006878	refseq
Thermococcus litoralis DSM 5473	tlt	2,516	2,215,172	1		J. Bacteriol. 194 (9), 2375-2376 (2012)	2012-02-09	2014-12-18	2015-04-24		NC_022084	CP006670	refseq
Thermococcus nautili 30-1	tnu	2,143	1,976,356	1		Unpublished	2014-03-05	2015-03-16	2016-05-19		NZ_CP007264	CP007264	gbk
Thermococcus onnurineus NA1	ton	1,985	1,847,607	1	Korea Ocean Research & Development Institute	J Bacteriol. 190 (22), 7491-7499 (2008)	2008-11-06	2014-12-17	2015-04-24		NC_011529	CP000855	refseq
Thermococcus sp. ES1	ths	2,059	1,957,742	1		Int. J. Syst. Evol. Microbiol. 64 (PT 11), 3655-3659 (2014)	2014-01-10	2015-03-16	2016-05-19		NZ_CP006965	CP006965	gbk
Thermococcus sibiricus MM 739	tsi	2,072	1,845,800	1	Center of Bioengineering	Appl. Environ. Microbiol. 75 (13), 4580-4588 (2009)	2009-06-29	2014-12-17	2015-04-24		NC_012883	CP001463	refseq
Thermococcus sp. 4557	the	2,149	2,011,320	1	Key Laboratory of Marine Biogenetic Resources, Third Institute of Oceanography, State Oceanic Admini	J. Bacteriol. 193 (19), 5544-5545 (2011)	2011-07-22	2014-12-17	2015-04-24		NC_015865	CP002920	refseq
Thermococcus sp. AM4	tha	2,242	2,086,428	1	Moore Foundation	J. Bacteriol. 193 (24), 7019-7020 (2011)	2008-09-30	2014-12-17	2015-04-24		NC_016051	CP002952	refseq
Methanomethylophilus alvus Mx1201	max	1,651	1,666,795	1		J. Bacteriol. 194 (24), 6944-6945 (2012)	2012-09-28	2014-12-18	2015-04-24		NC_020913	CP004049	refseq
Methanoplasma termitum MpT1	gm03626	1,384	1,488,669	1		Appl. Environ. Microbiol. 81 (4), 1338-1352 (2015)	2014-12-11	2015-06-25	2016-05-19		NZ_CP010070	CP010070	refseq
Methanomassiliicoccus intestinalis Issoire-Mx1 Mx1-Issoire	mer	1,820	1,931,651	1		Genome Announc 1 (4), E00453-13 (2013)	2013-06-03	2014-12-18	2015-04-24		NC_021353	CP005934	refseq
Ferroplasma acidarmanus fer1	fac	1,951	1,935,211	1		Proc. Natl. Acad. Sci. U.S.A. 104 (6), 1883-1888 (2007)	2010-10-15	2014-12-18	2015-04-24		NC_021592	CP004145	refseq
Picrophilus torridus DSM 9790	pto	1,552	1,545,895	1	University of Goettingen	Proc. Natl. Acad. Sci. U.S.A. 101, 9091-9096 (2004)	2004-06-07	2014-12-16	2015-04-24		NC_005877	AE017261	refseq
Thermoplasma acidophilum DSM 1728	tac	1,520	1,564,906	1	Max Planck Institute	Nature 407 (6803), 508-513 (2000)	2000-09-28	2014-12-16	2015-04-24		NC_002578	AL139299	refseq
Thermoplasma volcanium GSS1	tvo	1,564	1,584,804	1	National Institute of Advanced Industrial Science and Technology, Japan	Proc. Natl. Acad. Sci. U.S.A. 97 (26), 14257-14262 (2000)	2000-12-19	2014-12-16	2015-04-24		NC_002689	BA000011	refseq
Thermoplasmatales archaeon BRNA1	tar	1,523	1,461,105	1		Unpublished	2013-04-02	2014-12-18	2015-04-24		NC_020892	CP002916	refseq
Aciduliprofundum boonei T469	abi	1,547	1,486,778	1	DOE Joint Genome Institute	Unpublished	2010-02-24	2014-12-17	2015-04-24		NC_013926	CP001941	refseq
Aciduliprofundum sp. MAR08-339	acf	1,525	1,437,090	1		Unpublished	2012-12-21	2014-12-17	2015-04-24		NC_019942	CP003168	refseq
Korarchaeum cryptofilum OPF8	kcr	1,622	1,590,757	1	DOE Joint Genome Institute	Proc. Natl. Acad. Sci. U.S.A. (2008) In press	2008-03-18	2014-12-16	2015-04-24		NC_010482	CP000968	refseq
Nanoarchaeum equitans Kin4-M	neq	549	490,885	1	DIVERSA	Proc Natl Acad Sci U S A. 2003 Oct 28;100(22):12984-8. Epub	2003-10-28	2014-12-16	2015-04-24		NC_005213	AE017199	refseq
Cenarchaeum symbiosum	csy	2,014	2,045,086	1	DOE Joint Genome Institute	Proc. Natl. Acad. Sci. U.S.A. 103 (48), 18296-18301 (2006)	2010-12-30	2014-12-17	2015-04-24		NC_014820	DP000238	refseq
Nitrosopumilus koreensis AR1	nkr	1,890	1,639,964	1	Chungbuk National University	Unpublished	2012-09-27	2014-12-17	2015-04-24		NC_018655	CP003842	refseq
Nitrosopumilus sp. AR2	nir	1,974	1,690,905	1	Chungbuk National University	Unpublished	2012-09-27	2014-12-17	2015-04-24		NC_018656	CP003843	refseq
Nitrosopumilus sp. D3C	nid	2,161	1,713,078	1		Unpublished	2015-02-13	2015-04-20	2016-05-19		NC_007243		gbk
Nitrosopumilus sp. NF5	gm03629	2,035	1,803,090	1		Unpublished	2015-03-19	2015-06-25	2016-05-19		NZ_CP011070	CP011070	refseq
Nitrosopumilus maritimus SCM1	nmr	1,815	1,645,259	1	DOE Joint Genome Institute	Unpublished	2007-11-15	2014-12-17	2015-04-24		NC_010085	CP000866	refseq
Nitrososphaera evergladensis SR1	nev	3,499	2,954,373	1		PLoS ONE 9 (7), E101648 (2014)	2014-07-17	2014-10-01	2015-04-24			CP007174	gbk
Nitrososphaera gargensis Ga9.2	nga	3,565	2,833,868	1	Georg-August-University Goettingen	Environ. Microbiol. 14 (12), 3122-3145 (2012)	2012-10-05	2014-12-17	2015-04-24		NC_018719	CP002408	refseq
Nitrososphaera viennensis EN76	nvn	3,123	2,527,938	1		Int. J. Syst. Evol. Microbiol. 64 (PT 8), 2738-2752 (2014)	2014-06-06	2014-08-20	2015-04-24			CP007536	gbk
Caldiarchaeum subterraneum	csu	1,730	1,680,938	1	NCBI	Nucleic Acids Res. 39 (8), 3204-3223 (2011)	2010-12-25	2014-12-18	2015-04-24		NC_022786	BA000048	refseq
Nitrosopelagicus brevis V2	gm03627	1,418	1,232,128	1		Proc. Natl. Acad. Sci. U.S.A. 112 (4), 1173-1178 (2015)	2014-12-31	2015-06-25	2016-05-19		NZ_CP007026	CP007026	refseq
Thaumarchaeota archaeon SAT1	gm03667	1,802	1,620,156	1		Unpublished	2015-04-20	2015-06-26	2016-05-19		NZ_CP011097	CP011097	refseq
archaeon GW2011_AR10	agw	1,339	1,241,428	1		Unpublished	2015-01-29	2015-01-29	2016-05-19		NC_007243		gbk
archaeon GW2011_AR15	gm03624	1,308	1,157,790	1		Unpublished	2015-01-29	2015-01-29	2016-05-19			CP010425	gbk
archaeon GW2011_AR20	arg	1,010	829,411	1		Unpublished	2015-01-29	2015-01-29	2016-05-19		NC_007243		gbk
halophilic archaeon DL31	hah	3,623	3,643,158	3	US DOE Joint Genome Institute	Unpublished	2011-08-26	2014-12-17	2015-04-24		NC_015954,NC_015955,NC_015959	CP002988,CP002989,CP002990	refseq
Acidimicrobium ferrooxidans DSM 10331	afo	2,497	2,158,157	1	DOE Joint Genome Institute	Unpublished	2009-06-09	2015-02-07	2016-05-19		NC_013124	CP001631	refseq
Ilumatobacter coccineum YM16-304	aym	4,232	4,830,181	1	National Institute of Technology and Evaluation	Unpublished	2013-03-16	2015-02-07	2016-05-19		NC_020520	AP012057	refseq
Acidothermus cellulolyticus 11B; ATCC 43068	ace	2,561	2,443,540	1	DOE Joint Genome Institute	Unpublished	2006-11-09	2015-02-07	2016-05-19		NC_008578	CP000481	refseq
Thermobispora bispora DSM 43833	tbi	3,889	4,189,976	1	DOE Joint Genome Institute	Unpublished	2010-05-17	2015-02-07	2016-05-19		NC_014165	CP001874	refseq
Actinobaculum schaalii CCUG 27420	asg	1,725	2,159,306	1		Genome Announc 2 (5), e00880-14 (2014)	2014-07-10	2015-02-07	2016-05-19		NZ_CP008802	CP008802	gbk
Arcanobacterium haemolyticum DSM 20595	ahe	1,972	1,986,154	1	DOE Joint Genome Institute	Unpublished	2010-05-27	2015-02-07	2016-05-19		NC_014218	CP002045	refseq
Mobiluncus curtisii ATCC 43063	mcu	1,897	2,146,480	1	Baylor College of Medicine	Submitted (14-JUN-2010) National Center for Biotechnology	2008-12-22	2015-02-07	2016-05-19		NC_014246	CP001992	refseq
Trueperella pyogenes TP6375	tpy	2,019	2,338,390	1		Genome Announc 2 (2), e00400-14 (2014)	2014-04-02	2015-02-07	2016-05-19		NZ_CP007519	CP007519	gbk
Trueperella pyogenes TP8	gm04685	1,995	2,272,494	1		Unpublished	2015-01-07	2015-03-18	2016-05-19		NZ_CP007003	CP007003	refseq
Bifidobacterium adolescentis 22L	badl	1,709	2,203,222	1		Appl. Environ. Microbiol. 80 (19), 6080-6090 (2014)	2014-08-05	2015-03-19	2016-05-19		NZ_CP007443	CP007443	gbk
Bifidobacterium adolescentis BBMN23	gm03824	1,712	2,173,720	1		Unpublished	2015-01-14	2015-03-19	2016-05-19		NZ_CP010437	CP010437	refseq
Bifidobacterium adolescentis ATCC 15703	bad	1,754	2,089,645	1	Gifu University, Life Science Research Center, Japan	Published Only in Database (2006)	2006-12-06	2015-02-07	2016-05-19		NC_008618	AP009256	refseq
Bifidobacterium angulatum DSM 20098 = JCM 7096	gm03825	1,535	2,021,974	1		Unpublished	2015-03-24	2015-06-18	2016-05-19		NZ_AP012322	AP012322	refseq
Bifidobacterium animalis RH	banm	1,537	1,931,057	1		Unpublished	2014-05-27	2015-03-19	2016-05-19		NZ_CP007755	CP007755	gbk
Bifidobacterium animalis A6	gm03826	1,543	1,958,651	1		Unpublished	2015-01-09	2015-03-19	2016-05-19		NZ_CP010433	CP010433	refseq
Bifidobacterium animalis subsp. animalis ATCC 25527	bni	1,479	1,932,693	1	Penn State University, Department of Food Science	Unpublished	2012-04-30	2015-02-07	2016-05-19		NC_017834	CP002567	refseq
Bifidobacterium animalis subsp. lactis BF052	gm03827	1,539	1,938,624	1		Unpublished	2015-01-14	2015-03-19	2016-05-19		NZ_CP009045	CP009045	refseq
Bifidobacterium animalis AD011	bla	1,655	1,933,695	1	Korea Research Institute of Bioscience and Biotechnology	J. Bacteriol. 191 (2), 678-679 (2009)	2009-01-06	2015-02-07	2016-05-19		NC_011835	CP001213	refseq
Bifidobacterium animalis subsp. lactis ATCC 27673	banl	1,497	1,963,012	1		Submitted (17-OCT-2013) National Center for Biotechnology	2013-09-27	2015-02-17	2016-05-19		NC_022523	CP003941	refseq
Bifidobacterium animalis subsp. lactis B420	blw	1,539	1,938,595	1	DuPont	Unpublished	2012-05-07	2015-02-07	2016-05-19		NC_017866	CP003497	refseq
Bifidobacterium animalis subsp. lactis BB-12	bbb	1,637	1,942,198	1	Chr. Hansen A/S	J. Bacteriol. 192 (9), 2467-2468 (2010)	2010-02-19	2015-02-07	2016-05-19		NC_017214	CP001853	refseq
Bifidobacterium animalis subsp. lactis BLC1	bbc	1,625	1,943,990	1	University of Parma Sacco srl	J. Bacteriol. 193 (22), 6387-6388 (2011)	2011-09-01	2015-02-07	2016-05-19		NC_017216	CP003039	refseq
Bifidobacterium animalis subsp. lactis Bi-07	bls	1,539	1,938,822	1	DuPont	Unpublished	2012-05-07	2015-02-07	2016-05-19		NC_017867	CP003498	refseq
Bifidobacterium animalis Bl-04	blc	1,616	1,938,709	1	Penn State Univ	J. Bacteriol. 191 (13), 4144-4151 (2009)	2009-04-17	2015-02-07	2016-05-19		NC_012814	CP001515	refseq
Bifidobacterium animalis subsp. lactis Bl12	bani	1,537	1,938,606	1		Appl. Environ. Microbiol. 79 (14), 4304-4315 (2013)	2013-06-25	2015-02-07	2016-05-19		NC_021593	CP004053	refseq
Bifidobacterium animalis subsp. lactis CNCM I-2494	bnm	1,640	1,943,113	1	Washington University School of Medicine Center for Genome Sciences and Systems Biology	J. Bacteriol. 193 (19), 5560-5561 (2011)	2011-07-18	2015-02-07	2016-05-19		NC_017215	CP002915	refseq
Bifidobacterium animalis DSM 10140	blt	1,625	1,938,483	1	Penn State Univ	J. Bacteriol. 191 (13), 4144-4151 (2009)	2009-04-17	2015-03-01	2016-05-19		NC_012815	CP001606	refseq
Bifidobacterium animalis subsp. lactis KLDS2.0603	gm03828	1,532	1,946,899	1		Unpublished	2015-01-07	2015-03-19	2016-05-19		NZ_CP007522	CP007522	refseq
Bifidobacterium animalis subsp. lactis V9	blv	1,623	1,944,050	1	The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Dep	J. Bacteriol. 192 (15), 4080-4081 (2010)	2010-05-05	2015-02-07	2016-05-19		NC_017217	CP001892	refseq
Bifidobacterium asteroides PRL2011	bast	1,651	2,167,304	1	University College Cork	PLoS ONE 7 (9), E44229 (2012)	2012-10-09	2015-03-01	2016-05-19		NC_018720	CP003325	refseq
Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456 JCM 1255	gm03829	1,727	2,211,039	1		Unpublished	2015-03-24	2015-06-22	2016-05-19		NZ_AP012323	AP012323	refseq
Bifidobacterium bifidum BGN4	bbf	1,734	2,223,664	1	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	J. Bacteriol. 194 (17), 4757-4758 (2012)	2012-06-05	2015-02-07	2016-05-19		NC_017999	CP001361	refseq
Bifidobacterium bifidum PRL2010	bbp	1,793	2,214,656	1	University of Parma, Italy	Proc. Natl. Acad. Sci. U.S.A. (2010) In press	2010-11-02	2014-12-17	2015-04-24		NC_014638	CP001840	refseq
Bifidobacterium bifidum S17	bbi	1,834	2,186,882	1	Institute of Microbiology and Biotechnology, University of Ulm	J. Bacteriol. 193 (1), 301-302 (2011)	2010-10-19	2015-02-07	2016-05-19		NC_014616	CP002220	refseq
Bifidobacterium breve 12L	bbre	1,781	2,244,624	1		Unpublished	2014-02-14	2015-03-19	2016-05-19		NZ_CP006711	CP006711	gbk
Bifidobacterium breve 689b	bbrv	1,861	2,331,707	1		Unpublished	2014-02-14	2015-03-19	2016-05-19		NZ_CP006715	CP006715	gbk
Bifidobacterium breve ACS-071-V-Sch8b	bbv	1,996	2,327,492	1	J. Craig Venter Institute	Submitted (05-APR-2012) National Center for Biotechnology	2011-05-17	2015-02-07	2016-05-19		NC_017218	CP002743	refseq
Bifidobacterium breve DSM 20213 = JCM 1192	gm03830	1,876	2,269,415	1		Unpublished	2015-03-24	2015-06-22	2016-05-19		NZ_AP012324	AP012324	refseq
Bifidobacterium breve JCM 7017	bbrj	1,812	2,288,919	1		Unpublished	2014-02-14	2015-03-19	2016-05-19		NZ_CP006712	CP006712	gbk
Bifidobacterium breve JCM 7019	bbrc	1,917	2,359,009	1		Unpublished	2014-02-14	2015-02-17	2016-05-19		NZ_CP006713	CP006713	gbk
Bifidobacterium breve NCFB 2258	bbrn	1,843	2,315,904	1		Unpublished	2014-02-14	2015-03-19	2016-05-19		NZ_CP006714	CP006714	gbk
Bifidobacterium breve S27	bbrs	1,816	2,294,458	1		Unpublished	2014-02-14	2015-03-19	2016-05-19		NZ_CP006716	CP006716	gbk
Bifidobacterium breve UCC2003	bbru	2,106	2,422,684	1	University College Cork	Proc. Natl. Acad. Sci. U.S.A. (2011) In press	2011-07-06	2015-03-01	2016-05-19		NC_020517	CP000303	refseq
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043 JCM 1194	gm03831	1,614	2,079,525	1		Unpublished	2015-03-24	2015-06-18	2016-05-19		NZ_AP012325	AP012325	refseq
Bifidobacterium coryneforme LMG18911	bcor	1,356	1,755,151	1		Appl. Environ. Microbiol. 80 (20), 6290-6302 (2014)	2014-08-05	2015-02-07	2016-05-19		NZ_CP007287	CP007287	gbk
Bifidobacterium dentium Bd1	bde	2,177	2,636,367	1	University of Parma, Italy	PLoS Genet. 5 (12), E1000785 (2009)	2010-01-05	2015-02-07	2016-05-19		NC_013714	CP001750	refseq
